rgm_ppg,subcategory_nm,format,brand_nm,uom,pack_size,pack_count,total_revenue,group,group_name,price_tier,shelf_presence,bumpiness,price_moves,growth,seasonality,shelf_trend,promo_activity,promo_share,promo_lift
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_6E46E132 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_2A0C3659 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,41,1,11670.0,1,Steady core,0.0764,0.8979,0.0224,0.4594,0.0009,0.0,-0.0042,0.1641,0.2711,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_6E46E132 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_85054D9E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,24,1,2909673.28,1,Steady core,1.0,2.2449,0.5419,0.5249,-0.0001,0.3126,-0.0109,0.9546,0.4469,0.224
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_6E46E132 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_9A4A20B4 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,51,1,10198071.3814,0,Promo leaders,0.7743,43.6355,1.0244,0.6486,0.004,0.1794,-0.0272,25.1258,0.7548,1.2809
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_6E46E132 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_9CC14087 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,65,1,13260.3,1,Steady core,0.0521,0.6864,0.0218,0.4304,0.0024,0.0,-0.0256,0.2557,0.3368,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_6E46E132 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_F1AF1EA5 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,94,1,64533.12,2,Shrinking shelf,0.1076,14.1102,0.1659,1.1389,0.1033,0.2899,-1.3154,1.4123,0.1222,-0.0681
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_6E46E132 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_FAECA115 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,75,1,59427.89,1,Steady core,0.184,1.0446,0.197,0.7179,0.0167,0.0,-0.0111,0.3598,0.5502,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_D0B712C9 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_A718BD30 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,25,1,252395.31,1,Steady core,0.5972,0.7615,0.3469,1.2857,0.0006,0.1256,0.0097,0.2896,0.463,0.0385
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_D0B712C9 | PPG_ATTR6_793F866E | PPG_ATTR7_8BA7E203 | PPG_ATTR8_D4C03136 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,19,1,1838025.6038,1,Steady core,0.8819,40.5571,0.4473,0.3963,-0.0138,0.1528,0.0058,2.2687,0.0775,0.3169
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_D0B712C9 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_37B691AD | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,14,1,1202801.84,0,Promo leaders,0.9861,65.7262,0.3506,0.2768,-0.0028,0.1853,-0.1286,17.0178,0.2961,0.9333
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_D0B712C9 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_3F71E736 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,116,1,103605.34,1,Steady core,0.2951,1.0088,0.1191,0.7231,-0.0054,0.0,-0.0116,0.0144,0.0053,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_F9538378 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_F3F189D2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,34,1,266792.39,1,Steady core,0.9931,1.4533,0.3353,0.6368,-0.0046,0.0,0.0355,0.3259,0.3283,
PPG_ATTR1_FF4AF2B2 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_FF4AF2B2 | PPG_ATTR4_AE186179 | PPG_ATTR5_FF4AF2B2 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_A718BD30 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_FF4AF2B2,CT,25,1,9608.0,1,Steady core,0.1285,0.9048,0.0415,0.5395,0.0009,0.0,0.0032,0.3498,0.5375,
